name,price,3G Network,5G,Battery Capacity,Card slot,Display type,GPS,Internal Memory,LTE (4G) Network,NFC,Number of cameras,Operating System,Primary Camera,RAM,Screen size,SIM Multiple,Sim Size,Touch Screen,Wi-Fi,Year,OS version,Selfie Camera,IP Certificate
Iphone 4s,80.00,Yes Capacitors type,No,2500 Capacitors type,Yes Capacitors type,LCD Capacitors type,No Capacitors type,8 GB,No Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,4 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,No Capacitors type,2012 Y.,iOS 9 Capacitors type,1 MP,
iPhone XS აიფონ 10s,1000.00,Yes Capacitors type,No,2800 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,8 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
iPhone 6 32GB,500.00,Yes Capacitors type,No,2000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,1 MP,
Iphone Xs,550.00,Yes Capacitors type,Yes,2400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,8 GB Capacitors type,6.67 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 11 Capacitors type,1 MP,
Iphone 3 gs,80.00,Yes Capacitors type,No,2500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,4 GB,No Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2010 Y.,iOS 6 Capacitors type,1 MP,
"Iphone 6s, 32 gb",300.00,Yes Capacitors type,Yes,800 Capacitors type,,,No Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,5 MP,4 GB Capacitors type,4.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2011 Y.,,1 MP,
iphone 7 plus 32 GB,650.00,Yes Capacitors type,No,2100 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
იყიდება მეორადი Iphone 8 plus თეთრი,550.00,No Capacitors type,Yes,1000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,3 MP,,5.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
iphone x,450.00,Yes Capacitors type,Yes,2300 Capacitors type,,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,32 MP,4 GB Capacitors type,6 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,,,,,2 MP,
IPHONE 11 PRO,2200.00,Yes Capacitors type,No,1500 Capacitors type,,,Yes Capacitors type,256 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,1 MP,8 GB Capacitors type,3 ორ less Inch,One SIM Capacitors type,Mini-SIM Capacitors type,,,,,,
მობილური iphone 6,250.00,Yes Capacitors type,Yes,1500 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,1 GB Capacitors type,5.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2015 Y.,iOS 13 Capacitors type,1 MP,
მობილური iphone 7,400.00,Yes Capacitors type,Yes,1500 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,2 MP,,5.1 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
Iphone 7,350.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,4 GB Capacitors type,4 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 12 Capacitors type,5 MP,
saswrafod iyideba iphone 5 gold 16gb axalivit,100.00,Yes Capacitors type,Yes,2000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,,
Impone 6 გამოგადგებათ ნაწილებადაც!,100.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,,No Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,2 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,,1 MP,
იყიდება შავი Iphone 8 plus,950.00,Yes Capacitors type,Yes,1000 Capacitors type,No Capacitors type,,No Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,2 MP,,5.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
"აიფონი 10, 64 მეგაბაიტი",888.00,Yes Capacitors type,,5000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,1 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,2 MP,IPx8 Capacitors type
Iphone 5s gold,160.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,1 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,iOS 11 Capacitors type,1 MP,IP5x Capacitors type
Iphone 11 pro max 64gb,2000.00,Yes Capacitors type,Yes,3800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,3 MP,6 GB Capacitors type,6 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,,
Iphone 12 Pro Max,1000.00,Yes Capacitors type,Yes,1100 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,8 GB,Yes Capacitors type,No Capacitors type,No,iOS Capacitors type,13 MP,512 MB Capacitors type,3 ორ less Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,--- Capacitors type,1 MP,
iPhone 7 32გბ,360.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,,
iphone 12 pro graphite 128 gb,2950.00,Yes Capacitors type,Yes,4100 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,4.4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2020 Y.,,8 MP,
APPLE IPHONE 7 32GB ID: 163191-2,350.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 14 Capacitors type,5 MP,
Iphone 11pro 64GB,2300.00,Yes Capacitors type,Yes,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,20 MP,,4.3 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2019 Y.,,,
APPLE IPHONE X 64GB ID: 163007-2,950.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.9 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,
APPLE IPHONE 8 64GB ID:161978-2,550.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,
11 პრო,2100.00,Yes Capacitors type,No,3200 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,1 MP,4 GB Capacitors type,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,,,2019 Y.,,1 MP,
APPLE IPHONE 12 128GB ID: 161361-2,2300.00,Yes Capacitors type,Yes,2900 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.15 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
Iphone 7 ( 32GB),480.00,No Capacitors type,No,1000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
APPLE IPHONE 7 32GB ID: 160881-2,270.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 14 Capacitors type,5 MP,
Iphone 8 ( 64GB),350.00,Yes Capacitors type,No,1100 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
iphone 6s,180.00,Yes Capacitors type,Yes,1700 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,1 MP,
iphone 7 128GB,470.00,Yes Capacitors type,Yes,7000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,5 MP,
iPhone 12 Pro 256GB ბათუმი,3150.00,Yes Capacitors type,Yes,3800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,1 MP,
Iphone 7 სასწრაფოდ,450.00,Yes Capacitors type,No,1500 Capacitors type,,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.4 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,,,,,,
iphone 5s,90.00,Yes Capacitors type,No,1600 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,,2 MP,
Iphone 6s,230.00,Yes Capacitors type,Yes,2400 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,3 GB Capacitors type,5.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,5 MP,IP6x Capacitors type
იყიდება Iphone 8,600.00,Yes Capacitors type,No,4000 Capacitors type,Yes Capacitors type,IPS Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,4 GB Capacitors type,5.2 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,1 MP,IPx5 Capacitors type
iPhone 7+ Plus Rose Gold SimFree,520.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,,
iPhone 6s 16GB Sim Free,250.00,Yes Capacitors type,No,2300 Capacitors type,Yes Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,13 MP,,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
iPhone 7 Matte Black SimFree,330.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,,
iPhone 6S Rose Gold SimFree,230.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,,,
iPhone 6S Space Gray SimFree,230.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,,,
iPhone 5S Space Gray SimFree,150.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,,,
iPhone 5S Space Gray SimFree,150.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,,,
iPhone 5s Silver,100.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,,,
iphone 8 pluse 64 gb,819.00,No Capacitors type,No,3000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,3 GB Capacitors type,6.67 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,8 MP,
casio g'zone ravine 2,70.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,,Yes Capacitors type,,No Capacitors type,No Capacitors type,One,no Capacitors type,3 MP,,3.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,No Capacitors type,,,,
აიფონ 8 +,800.00,Yes Capacitors type,Yes,1200 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,12 MP,12 GB Capacitors type,6.67 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 11 Capacitors type,1 MP,IPx8 Capacitors type
IPHONE 12,2800.00,Yes Capacitors type,No,600 Capacitors type,Yes Capacitors type,IPS Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,12 GB Capacitors type,4.1 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,1 MP,IPx5 Capacitors type
iphone 7 128 gb,450.00,Yes Capacitors type,No,2000 Capacitors type,Yes Capacitors type,IPS Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,,5.2 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,IOS 15 Capacitors type,1 MP,IP5x Capacitors type
Iphone 11pro 64gb ყუთით სატენით,2500.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,,
Iphone xs max,1280.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,4 GB Capacitors type,4.1 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 11 Capacitors type,1 MP,IPx6 Capacitors type
Iphone 11 pro 64Gb 93% battery,2150.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,3 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,IPx6 Capacitors type
iphon X,1050.00,Yes Capacitors type,Yes,800 Capacitors type,Yes Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,2 GB Capacitors type,4.2 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2018 Y.,Marshmallow (6.0–6.0.1) Capacitors type,1 MP,IPx5 Capacitors type
Iphon 8,Price negotiable,Yes Capacitors type,No,6000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,,5.71 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 11 Capacitors type,5 MP,
იყიდება,150.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,,Yes Capacitors type,,No Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2012 Y.,,1 MP,
IPhone SE 2020 64 GB,850.00,Yes Capacitors type,Yes,1800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,5.4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,1 MP,
iphone 11 64gb,1500.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,2 MP,,6.09 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
"იყიდება IPhone 7 Rose Gold, 128 GB",450.00,Yes Capacitors type,No,1200 Capacitors type,Yes Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,2 MP,8 GB Capacitors type,4.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 14 Capacitors type,1 MP,IP5x Capacitors type
Iphone 11,1800.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,24 MP,
iphone 11 sim free ახალივით,1600.00,Yes Capacitors type,,3000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,,4 GB Capacitors type,6 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2020 Y.,iOS 13 Capacitors type,8 MP,IPx8 Capacitors type
Iphone 7 (32GB),450.00,Yes Capacitors type,Yes,1000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,4.9 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,No Capacitors type,No Capacitors type,,,1 MP,
Iyide iphone 6 16gb ram2,150.00,No Capacitors type,No,500 Capacitors type,No Capacitors type,TFT Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,3 ორ less Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,--- Capacitors type,,IP5x Capacitors type
Iphone 6,200.00,Yes Capacitors type,Yes,500 Capacitors type,No Capacitors type,TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,12 GB Capacitors type,3 ორ less Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,Froyo (2.2–2.2.3) Capacitors type,1 MP,IP5x Capacitors type
Iphone XR 128gb,950.00,Yes Capacitors type,No,1600 Capacitors type,,,Yes Capacitors type,128 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2019 Y.,,1 MP,
IPHONE XS PRO MAX 512 GB შავი,1500.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,512 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,7 MP,IPx8 Capacitors type
Iphone 6s,250.00,Yes Capacitors type,No,1700 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,IOS 15 Capacitors type,1 MP,
iphone 11 pro max,2300.00,No Capacitors type,No,5500 Capacitors type,,,No Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,3 MP,6 GB Capacitors type,6.26 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,,,2021 Y.,,2 MP,
იყიდება აიფონ 12 მინი,2000.00,Yes Capacitors type,Yes,1700 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,2 MP,8 GB Capacitors type,5.4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,1 MP,IP6x Capacitors type
iphone x 256 gb აიფონ x 256 გბ,1000.00,Yes Capacitors type,No,1100 Capacitors type,No Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,1 MP,
iphone 5s 16gb,160.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,5 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 12 Capacitors type,,
iphone 6 64gb,200.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iphone se 16gb,220.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,IOS 15 Capacitors type,,
iphone 7,380.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,IPS Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
